Time Stamp,Name,PTID,LBMP ($/MWHr),Marginal Cost Losses ($/MWHr),Marginal Cost Congestion ($/MWHr)
02/09/2023 00:00,CAPITL,61757,26.62,1.20,-3.17
02/09/2023 00:00,CENTRL,61754,22.69,0.09,-0.35
02/09/2023 00:00,DUNWOD,61760,26.29,1.82,-2.21
02/09/2023 00:00,GENESE,61753,22.30,-0.22,-0.27
02/09/2023 00:00,H Q,61844,21.81,-0.44,0.00
02/09/2023 00:00,HUD VL,61758,26.02,1.58,-2.19
02/09/2023 00:00,LONGIL,61762,26.71,2.25,-2.21
02/09/2023 00:00,MHK VL,61756,23.44,0.78,-0.41
02/09/2023 00:00,MILLWD,61759,26.28,1.80,-2.23
02/09/2023 00:00,N.Y.C.,61761,26.44,1.98,-2.21
02/09/2023 00:00,NORTH,61755,22.12,-0.13,0.00
02/09/2023 00:00,NPX,61845,26.25,1.33,-2.67
02/09/2023 00:00,O H,61846,21.55,-1.02,-0.32
02/09/2023 00:00,PJM,61847,23.70,0.20,-1.25
02/09/2023 00:00,WEST,61752,21.78,-0.82,-0.35
02/09/2023 01:00,CAPITL,61757,25.53,1.10,-4.05
02/09/2023 01:00,CENTRL,61754,20.90,0.06,-0.45
02/09/2023 01:00,DUNWOD,61760,24.84,1.63,-2.82
02/09/2023 01:00,GENESE,61753,20.45,-0.29,-0.34
02/09/2023 01:00,H Q,61844,20.00,-0.39,0.00
02/09/2023 01:00,HUD VL,61758,24.57,1.39,-2.79
02/09/2023 01:00,LONGIL,61762,25.25,2.04,-2.83
02/09/2023 01:00,MHK VL,61756,21.67,0.75,-0.53
02/09/2023 01:00,MILLWD,61759,24.80,1.57,-2.84
02/09/2023 01:00,N.Y.C.,61761,24.99,1.77,-2.82
02/09/2023 01:00,NORTH,61755,20.33,-0.06,0.00
02/09/2023 01:00,NPX,61845,25.00,1.20,-3.41
02/09/2023 01:00,O H,61846,19.74,-1.06,-0.41
02/09/2023 01:00,PJM,61847,22.07,0.08,-1.60
02/09/2023 01:00,WEST,61752,19.94,-0.90,-0.44
02/09/2023 02:00,CAPITL,61757,25.00,1.07,-4.16
02/09/2023 02:00,CENTRL,61754,20.32,0.08,-0.46
02/09/2023 02:00,DUNWOD,61760,24.26,1.58,-2.90
02/09/2023 02:00,GENESE,61753,19.83,-0.30,-0.35
02/09/2023 02:00,H Q,61844,19.40,-0.38,0.00
02/09/2023 02:00,HUD VL,61758,24.01,1.36,-2.87
02/09/2023 02:00,LONGIL,61762,24.66,1.98,-2.91
02/09/2023 02:00,MHK VL,61756,21.05,0.73,-0.54
02/09/2023 02:00,MILLWD,61759,24.24,1.54,-2.92
02/09/2023 02:00,N.Y.C.,61761,24.38,1.70,-2.90
02/09/2023 02:00,NORTH,61755,19.70,-0.08,0.00
02/09/2023 02:00,NPX,61845,24.44,1.17,-3.50
02/09/2023 02:00,O H,61846,19.17,-1.03,-0.42
02/09/2023 02:00,PJM,61847,21.50,0.08,-1.65
02/09/2023 02:00,WEST,61752,19.36,-0.87,-0.46
