Time Stamp,Name,PTID,LBMP ($/MWHr),Marginal Cost Losses ($/MWHr),Marginal Cost Congestion ($/MWHr)
02/04/2023 00:00,CAPITL,61757,400.00,15.62,-147.65
02/04/2023 00:00,CENTRL,61754,235.34,-3.54,-2.16
02/04/2023 00:00,DUNWOD,61760,251.61,8.28,-6.60
02/04/2023 00:00,GENESE,61753,227.13,-11.12,-1.52
02/04/2023 00:00,H Q,61844,238.85,2.13,0.00
02/04/2023 00:00,HUD VL,61758,261.70,7.80,-17.17
02/04/2023 00:00,LONGIL,61762,254.46,11.13,-6.61
02/04/2023 00:00,MHK VL,61756,249.43,8.51,-4.19
02/04/2023 00:00,MILLWD,61759,252.52,8.76,-7.03
02/04/2023 00:00,N.Y.C.,61761,252.10,8.76,-6.61
02/04/2023 00:00,NORTH,61755,244.30,7.57,0.00
02/04/2023 00:00,NPX,61845,307.09,9.71,-60.66
02/04/2023 00:00,O H,61846,215.42,-23.19,-1.88
02/04/2023 00:00,PJM,61847,215.32,-7.34,14.07
02/04/2023 00:00,WEST,61752,219.86,-18.95,-2.08
02/04/2023 01:00,CAPITL,61757,400.00,14.27,-166.08
02/04/2023 01:00,CENTRL,61754,216.31,-3.95,-0.60
02/04/2023 01:00,DUNWOD,61760,222.00,7.68,5.34
02/04/2023 01:00,GENESE,61753,208.00,-12.08,-0.42
02/04/2023 01:00,H Q,61844,222.07,2.42,0.00
02/04/2023 01:00,HUD VL,61758,236.19,7.47,-9.06
02/04/2023 01:00,LONGIL,61762,223.32,9.01,5.34
02/04/2023 01:00,MHK VL,61756,229.38,8.56,-1.17
02/04/2023 01:00,MILLWD,61759,223.34,8.56,4.87
02/04/2023 01:00,N.Y.C.,61761,222.44,8.13,5.34
02/04/2023 01:00,NORTH,61755,227.79,8.13,0.00
02/04/2023 01:00,NPX,61845,291.96,9.22,-63.08
02/04/2023 01:00,O H,61846,197.77,-22.41,-0.52
02/04/2023 01:00,PJM,61847,201.10,-7.04,11.52
02/04/2023 01:00,WEST,61752,201.78,-18.45,-0.58
02/04/2023 02:00,CAPITL,61757,299.00,13.55,-73.86
02/04/2023 02:00,CENTRL,61754,208.63,-2.96,0.00
02/04/2023 02:00,DUNWOD,61760,214.12,6.77,4.24
02/04/2023 02:00,GENESE,61753,201.01,-10.57,0.00
02/04/2023 02:00,H Q,61844,213.70,2.12,0.00
02/04/2023 02:00,HUD VL,61758,220.69,6.57,-2.53
02/04/2023 02:00,LONGIL,61762,216.88,9.53,4.24
02/04/2023 02:00,MHK VL,61756,220.06,8.47,0.00
02/04/2023 02:00,MILLWD,61759,214.96,7.40,4.03
02/04/2023 02:00,N.Y.C.,61761,214.75,7.40,4.24
02/04/2023 02:00,NORTH,61755,219.19,7.61,0.00
02/04/2023 02:00,NPX,61845,279.40,8.47,-59.34
02/04/2023 02:00,O H,61846,191.07,-20.52,0.00
02/04/2023 02:00,PJM,61847,196.30,-6.56,8.73
02/04/2023 02:00,WEST,61752,195.08,-16.50,0.00
02/04/2023 03:00,CAPITL,61757,333.00,13.79,-107.01
02/04/2023 03:00,CENTRL,61754,208.59,-3.61,0.00
02/04/2023 03:00,DUNWOD,61760,213.49,7.42,6.14
02/04/2023 03:00,GENESE,61753,200.32,-11.88,0.00
02/04/2023 03:00,H Q,61844,214.32,2.12,0.00
02/04/2023 03:00,HUD VL,61758,223.09,7.22,-3.67
02/04/2023 03:00,LONGIL,61762,216.45,10.40,6.15
02/04/2023 03:00,MHK VL,61756,220.47,8.27,0.00
02/04/2023 03:00,MILLWD,61759,214.22,7.86,5.84
02/04/2023 03:00,N.Y.C.,61761,214.12,8.06,6.14
02/04/2023 03:00,NORTH,61755,219.83,7.63,0.00
02/04/2023 03:00,NPX,61845,260.67,8.91,-39.56
02/04/2023 03:00,O H,61846,190.78,-21.42,0.00
02/04/2023 03:00,PJM,61847,201.62,-6.58,4.00
02/04/2023 03:00,WEST,61752,194.59,-17.61,0.00
02/04/2023 04:00,CAPITL,61757,337.58,14.05,-107.33
02/04/2023 04:00,CENTRL,61754,212.54,-3.68,0.00
02/04/2023 04:00,DUNWOD,61760,217.41,7.36,6.16
02/04/2023 04:00,GENESE,61753,204.32,-11.89,0.00
02/04/2023 04:00,H Q,61844,218.60,2.38,0.00
02/04/2023 04:00,HUD VL,61758,226.81,6.92,-3.68
02/04/2023 04:00,LONGIL,61762,220.00,9.95,6.16
02/04/2023 04:00,MHK VL,61756,224.64,8.42,0.00
02/04/2023 04:00,MILLWD,61759,217.48,7.12,5.86
02/04/2023 04:00,N.Y.C.,61761,217.82,7.77,6.16
02/04/2023 04:00,NORTH,61755,224.87,8.66,0.00
02/04/2023 04:00,NPX,61845,264.76,8.87,-39.68
02/04/2023 04:00,O H,61846,194.38,-21.83,0.00
02/04/2023 04:00,PJM,61847,205.50,-6.70,4.01
02/04/2023 04:00,WEST,61752,198.49,-17.72,0.00
02/04/2023 05:00,CAPITL,61757,365.00,15.55,-102.82
02/04/2023 05:00,CENTRL,61754,243.18,-3.45,0.00
02/04/2023 05:00,DUNWOD,61760,248.13,7.39,5.90
02/04/2023 05:00,GENESE,61753,234.55,-12.08,0.00
02/04/2023 05:00,H Q,61844,249.35,2.72,0.00
02/04/2023 05:00,HUD VL,61758,257.32,7.16,-3.53
02/04/2023 05:00,LONGIL,61762,250.34,9.61,5.91
02/04/2023 05:00,MHK VL,61756,256.75,10.12,0.00
02/04/2023 05:00,MILLWD,61759,248.18,7.16,5.61
02/04/2023 05:00,N.Y.C.,61761,247.89,7.16,5.90
02/04/2023 05:00,NORTH,61755,256.51,9.88,0.00
02/04/2023 05:00,NPX,61845,294.01,9.37,-38.01
02/04/2023 05:00,O H,61846,222.96,-23.68,0.00
02/04/2023 05:00,PJM,61847,235.14,-7.65,3.84
02/04/2023 05:00,WEST,61752,227.88,-18.75,0.00
02/04/2023 06:00,CAPITL,61757,394.47,17.12,-110.13
02/04/2023 06:00,CENTRL,61754,265.36,-1.86,0.00
02/04/2023 06:00,DUNWOD,61760,269.99,9.09,6.32
02/04/2023 06:00,GENESE,61753,256.00,-11.21,0.00
02/04/2023 06:00,H Q,61844,269.34,2.13,0.00
02/04/2023 06:00,HUD VL,61758,280.09,9.09,-3.78
02/04/2023 06:00,LONGIL,61762,270.78,9.89,6.33
02/04/2023 06:00,MHK VL,61756,277.63,10.41,0.00
02/04/2023 06:00,MILLWD,61759,270.29,9.09,6.01
02/04/2023 06:00,N.Y.C.,61761,269.18,8.29,6.33
02/04/2023 06:00,NORTH,61755,273.90,6.68,0.00
02/04/2023 06:00,NPX,61845,318.34,10.41,-40.71
02/04/2023 06:00,O H,61846,243.97,-23.25,0.00
02/04/2023 06:00,PJM,61847,257.22,-5.88,4.12
02/04/2023 06:00,WEST,61752,249.85,-17.36,0.00
02/04/2023 07:00,CAPITL,61757,365.00,20.58,-32.58
02/04/2023 07:00,CENTRL,61754,308.74,-3.12,-0.02
02/04/2023 07:00,DUNWOD,61760,321.52,11.54,1.87
02/04/2023 07:00,GENESE,61753,296.88,-14.96,0.00
02/04/2023 07:00,H Q,61844,314.32,2.48,0.00
02/04/2023 07:00,HUD VL,61758,324.17,11.21,-1.12
02/04/2023 07:00,LONGIL,61762,316.20,6.23,1.87
02/04/2023 07:00,MHK VL,61756,323.99,12.15,0.00
02/04/2023 07:00,MILLWD,61759,321.61,11.54,1.78
02/04/2023 07:00,N.Y.C.,61761,320.24,10.28,1.87
02/04/2023 07:00,NORTH,61755,320.26,8.42,0.00
02/04/2023 07:00,NPX,61845,336.68,12.79,-12.04
02/04/2023 07:00,O H,61846,281.56,-30.24,0.03
02/04/2023 07:00,PJM,61847,302.83,-7.78,1.23
02/04/2023 07:00,WEST,61752,288.73,-23.07,0.04
02/04/2023 08:00,CAPITL,61757,365.00,18.52,-70.07
02/04/2023 08:00,CENTRL,61754,277.15,-3.03,-3.78
02/04/2023 08:00,DUNWOD,61760,300.83,10.77,-13.65
02/04/2023 08:00,GENESE,61753,262.20,-16.04,-1.83
02/04/2023 08:00,H Q,61844,278.89,2.48,0.00
02/04/2023 08:00,HUD VL,61758,303.50,10.50,-16.60
02/04/2023 08:00,LONGIL,61762,297.80,7.73,-13.67
02/04/2023 08:00,MHK VL,61756,292.39,11.07,-4.92
02/04/2023 08:00,MILLWD,61759,301.61,11.34,-13.86
02/04/2023 08:00,N.Y.C.,61761,300.00,9.94,-13.66
02/04/2023 08:00,NORTH,61755,284.43,8.02,0.00
02/04/2023 08:00,NPX,61845,321.04,11.61,-33.02
02/04/2023 08:00,O H,61846,246.66,-29.31,0.44
02/04/2023 08:00,PJM,61847,276.70,-6.64,-6.93
02/04/2023 08:00,WEST,61752,256.40,-19.36,0.65
02/04/2023 09:00,CAPITL,61757,300.00,16.05,-44.36
02/04/2023 09:00,CENTRL,61754,248.33,-2.86,-11.61
02/04/2023 09:00,DUNWOD,61760,264.63,9.59,-15.45
02/04/2023 09:00,GENESE,61753,228.25,-13.65,-2.31
02/04/2023 09:00,H Q,61844,241.74,2.15,0.00
02/04/2023 09:00,HUD VL,61758,264.43,8.87,-15.97
02/04/2023 09:00,LONGIL,61762,263.20,8.15,-15.47
02/04/2023 09:00,MHK VL,61756,253.93,9.33,-5.01
02/04/2023 09:00,MILLWD,61759,265.00,9.83,-15.59
02/04/2023 09:00,N.Y.C.,61761,263.91,8.87,-15.46
02/04/2023 09:00,NORTH,61755,246.77,7.18,0.00
02/04/2023 09:00,NPX,61845,273.06,9.83,-23.65
02/04/2023 09:00,O H,61846,197.13,-25.40,17.06
02/04/2023 09:00,PJM,61847,231.55,-5.98,2.06
02/04/2023 09:00,WEST,61752,202.70,-17.01,19.88
02/04/2023 10:00,CAPITL,61757,302.32,12.69,-103.17
02/04/2023 10:00,CENTRL,61754,206.67,-2.99,-23.20
02/04/2023 10:00,DUNWOD,61760,232.46,10.06,-35.93
02/04/2023 10:00,GENESE,61753,180.07,-11.56,-5.17
02/04/2023 10:00,H Q,61844,187.40,0.94,0.00
02/04/2023 10:00,HUD VL,61758,232.38,8.77,-37.15
02/04/2023 10:00,LONGIL,61762,234.55,12.11,-35.97
02/04/2023 10:00,MHK VL,61756,205.38,7.26,-11.65
02/04/2023 10:00,MILLWD,61759,232.79,10.06,-36.26
02/04/2023 10:00,N.Y.C.,61761,232.30,9.88,-35.96
02/04/2023 10:00,NORTH,61755,191.31,4.84,0.00
02/04/2023 10:00,NPX,61845,250.23,8.77,-55.00
02/04/2023 10:00,O H,61846,133.49,-21.44,31.54
02/04/2023 10:00,PJM,61847,169.26,-4.10,13.10
02/04/2023 10:00,WEST,61752,134.71,-14.92,36.83
02/04/2023 11:00,CAPITL,61757,304.86,12.45,-109.43
02/04/2023 11:00,CENTRL,61754,205.03,-3.29,-25.33
02/04/2023 11:00,DUNWOD,61760,231.70,10.61,-38.11
02/04/2023 11:00,GENESE,61753,176.25,-12.26,-5.53
02/04/2023 11:00,H Q,61844,183.90,0.92,0.00
02/04/2023 11:00,HUD VL,61758,231.35,8.96,-39.40
02/04/2023 11:00,LONGIL,61762,233.21,12.07,-38.15
02/04/2023 11:00,MHK VL,61756,202.29,6.95,-12.35
02/04/2023 11:00,MILLWD,61759,231.86,10.42,-38.46
02/04/2023 11:00,N.Y.C.,61761,231.91,10.79,-38.14
02/04/2023 11:00,NORTH,61755,187.56,4.58,0.00
02/04/2023 11:00,NPX,61845,250.10,8.78,-58.33
02/04/2023 11:00,O H,61846,126.00,-21.96,35.02
02/04/2023 11:00,PJM,61847,139.50,-4.03,39.46
02/04/2023 11:00,WEST,61752,126.37,-15.74,40.88
02/04/2023 12:00,CAPITL,61757,311.41,9.11,-164.17
02/04/2023 12:00,CENTRL,61754,149.02,-3.32,-14.22
02/04/2023 12:00,DUNWOD,61760,203.86,8.57,-57.17
02/04/2023 12:00,GENESE,61753,134.27,-10.77,-6.93
02/04/2023 12:00,H Q,61844,138.95,0.83,0.00
02/04/2023 12:00,HUD VL,61758,204.41,7.18,-59.12
02/04/2023 12:00,LONGIL,61762,206.13,10.78,-57.24
02/04/2023 12:00,MHK VL,61756,161.76,5.11,-18.53
