Time Stamp,Name,PTID,LBMP ($/MWHr),Marginal Cost Losses ($/MWHr),Marginal Cost Congestion ($/MWHr)
02/26/2023 00:00,CAPITL,61757,67.05,2.97,-21.08
02/26/2023 00:00,CENTRL,61754,45.21,-0.39,-2.59
02/26/2023 00:00,DUNWOD,61760,59.98,2.32,-14.66
02/26/2023 00:00,GENESE,61753,43.55,-1.46,-2.01
02/26/2023 00:00,H Q,61844,42.66,-0.35,0.00
02/26/2023 00:00,HUD VL,61758,59.70,2.23,-14.46
02/26/2023 00:00,LONGIL,61762,130.28,3.57,-83.71
02/26/2023 00:00,MHK VL,61756,47.81,1.68,-3.13
02/26/2023 00:00,MILLWD,61759,60.09,2.32,-14.76
02/26/2023 00:00,N.Y.C.,61761,59.95,2.28,-14.67
02/26/2023 00:00,NORTH,61755,43.61,0.60,0.00
02/26/2023 00:00,NPX,61845,114.51,2.32,-69.18
02/26/2023 00:00,O H,61846,41.88,-3.48,-2.35
02/26/2023 00:00,PJM,61847,35.19,-0.82,7.00
02/26/2023 00:00,WEST,61752,42.44,-3.10,-2.54
02/26/2023 01:00,CAPITL,61757,57.46,1.64,-31.34
02/26/2023 01:00,CENTRL,61754,28.07,-0.27,-3.85
02/26/2023 01:00,DUNWOD,61760,47.64,1.37,-21.79
02/26/2023 01:00,GENESE,61753,26.62,-0.86,-2.99
02/26/2023 01:00,H Q,61844,24.29,-0.20,0.00
02/26/2023 01:00,HUD VL,61758,47.28,1.30,-21.49
02/26/2023 01:00,LONGIL,61762,125.53,2.08,-98.97
02/26/2023 01:00,MHK VL,61756,30.04,0.91,-4.65
02/26/2023 01:00,MILLWD,61759,47.80,1.37,-21.95
02/26/2023 01:00,N.Y.C.,61761,47.64,1.35,-21.81
02/26/2023 01:00,NORTH,61755,24.80,0.32,0.00
02/26/2023 01:00,NPX,61845,110.22,1.35,-84.39
02/26/2023 01:00,O H,61846,26.00,-1.98,-3.50
02/26/2023 01:00,PJM,61847,34.80,-0.44,-10.76
02/26/2023 01:00,WEST,61752,26.47,-1.79,-3.77
02/26/2023 02:00,CAPITL,61757,53.79,1.50,-29.53
02/26/2023 02:00,CENTRL,61754,26.15,-0.23,-3.63
02/26/2023 02:00,DUNWOD,61760,44.49,1.21,-20.54
02/26/2023 02:00,GENESE,61753,24.84,-0.73,-2.82
02/26/2023 02:00,H Q,61844,22.57,-0.18,0.00
02/26/2023 02:00,HUD VL,61758,44.15,1.14,-20.26
02/26/2023 02:00,LONGIL,61762,90.04,1.89,-65.40
02/26/2023 02:00,MHK VL,61756,27.91,0.77,-4.38
02/26/2023 02:00,MILLWD,61759,44.62,1.18,-20.69
02/26/2023 02:00,N.Y.C.,61761,44.47,1.16,-20.55
02/26/2023 02:00,NORTH,61755,23.03,0.27,0.00
02/26/2023 02:00,NPX,61845,106.91,1.23,-82.93
02/26/2023 02:00,O H,61846,24.39,-1.66,-3.30
02/26/2023 02:00,PJM,61847,32.80,-0.39,-10.43
02/26/2023 02:00,WEST,61752,24.76,-1.55,-3.55
02/26/2023 03:00,CAPITL,61757,47.83,1.58,-21.62
02/26/2023 03:00,CENTRL,61754,26.94,-0.34,-2.66
02/26/2023 03:00,DUNWOD,61760,40.99,1.33,-15.03
02/26/2023 03:00,GENESE,61753,25.68,-1.01,-2.06
02/26/2023 03:00,H Q,61844,24.48,-0.15,0.00
02/26/2023 03:00,HUD VL,61758,40.72,1.26,-14.83
02/26/2023 03:00,LONGIL,61762,84.86,2.04,-58.18
02/26/2023 03:00,MHK VL,61756,28.65,0.81,-3.21
02/26/2023 03:00,MILLWD,61759,41.08,1.30,-15.14
02/26/2023 03:00,N.Y.C.,61761,40.98,1.30,-15.05
02/26/2023 03:00,NORTH,61755,24.98,0.34,0.00
02/26/2023 03:00,NPX,61845,101.80,1.33,-75.84
02/26/2023 03:00,O H,61846,25.00,-2.04,-2.41
02/26/2023 03:00,PJM,61847,32.50,-0.52,-8.39
02/26/2023 03:00,WEST,61752,25.29,-1.95,-2.60
02/26/2023 04:00,CAPITL,61757,51.37,1.60,-25.12
02/26/2023 04:00,CENTRL,61754,27.32,-0.42,-3.09
02/26/2023 04:00,DUNWOD,61760,43.38,1.26,-17.47
02/26/2023 04:00,GENESE,61753,25.94,-1.11,-2.40
02/26/2023 04:00,H Q,61844,24.55,-0.10,0.00
02/26/2023 04:00,HUD VL,61758,43.11,1.23,-17.23
02/26/2023 04:00,LONGIL,61762,84.88,2.00,-58.24
02/26/2023 04:00,MHK VL,61756,29.12,0.74,-3.73
02/26/2023 04:00,MILLWD,61759,43.46,1.21,-17.60
02/26/2023 04:00,N.Y.C.,61761,43.37,1.23,-17.49
02/26/2023 04:00,NORTH,61755,24.99,0.34,0.00
02/26/2023 04:00,NPX,61845,100.70,1.28,-74.77
02/26/2023 04:00,O H,61846,25.26,-2.19,-2.80
02/26/2023 04:00,PJM,61847,32.90,-0.62,-8.87
