Time Stamp,Name,PTID,LBMP ($/MWHr),Marginal Cost Losses ($/MWHr),Marginal Cost Congestion ($/MWHr)
02/03/2023 00:00,CAPITL,61757,63.27,1.79,-32.61
02/03/2023 00:00,CENTRL,61754,32.75,0.23,-3.65
02/03/2023 00:00,DUNWOD,61760,53.56,1.93,-22.75
02/03/2023 00:00,GENESE,61753,31.68,0.00,-2.81
02/03/2023 00:00,H Q,61844,28.32,-0.55,0.00
02/03/2023 00:00,HUD VL,61758,53.02,1.67,-22.47
02/03/2023 00:00,LONGIL,61762,71.54,2.80,-39.87
02/03/2023 00:00,MHK VL,61756,34.33,0.98,-4.47
02/03/2023 00:00,MILLWD,61759,53.67,1.88,-22.92
02/03/2023 00:00,N.Y.C.,61761,53.81,2.17,-22.77
02/03/2023 00:00,NORTH,61755,28.47,-0.40,0.00
02/03/2023 00:00,NPX,61845,108.50,1.76,-77.87
02/03/2023 00:00,O H,61846,31.29,-0.93,-3.34
02/03/2023 00:00,PJM,61847,41.99,0.17,-12.95
02/03/2023 00:00,WEST,61752,31.76,-0.75,-3.64
02/03/2023 01:00,CAPITL,61757,60.56,1.80,-29.81
02/03/2023 01:00,CENTRL,61754,32.53,0.23,-3.34
02/03/2023 01:00,DUNWOD,61760,51.73,1.97,-20.80
02/03/2023 01:00,GENESE,61753,31.62,0.09,-2.57
02/03/2023 01:00,H Q,61844,28.41,-0.55,0.00
02/03/2023 01:00,HUD VL,61758,51.18,1.68,-20.54
02/03/2023 01:00,LONGIL,61762,70.38,2.84,-38.58
02/03/2023 01:00,MHK VL,61756,34.01,0.95,-4.09
02/03/2023 01:00,MILLWD,61759,51.83,1.91,-20.96
02/03/2023 01:00,N.Y.C.,61761,51.95,2.17,-20.82
02/03/2023 01:00,NORTH,61755,28.53,-0.43,0.00
02/03/2023 01:00,NPX,61845,108.10,1.77,-77.37
02/03/2023 01:00,O H,61846,31.21,-0.81,-3.05
02/03/2023 01:00,PJM,61847,41.00,0.20,-11.83
02/03/2023 01:00,WEST,61752,31.59,-0.70,-3.33
02/03/2023 02:00,CAPITL,61757,55.06,1.82,-23.86
02/03/2023 02:00,CENTRL,61754,32.31,0.26,-2.67
02/03/2023 02:00,DUNWOD,61760,48.06,2.03,-16.65
02/03/2023 02:00,GENESE,61753,31.52,0.09,-2.06
02/03/2023 02:00,H Q,61844,28.79,-0.59,0.00
02/03/2023 02:00,HUD VL,61758,47.56,1.73,-16.45
02/03/2023 02:00,LONGIL,61762,67.52,2.85,-35.29
02/03/2023 02:00,MHK VL,61756,33.65,1.00,-3.27
02/03/2023 02:00,MILLWD,61759,48.12,1.97,-16.78
02/03/2023 02:00,N.Y.C.,61761,48.25,2.20,-16.67
02/03/2023 02:00,NORTH,61755,28.88,-0.50,0.00
02/03/2023 02:00,NPX,61845,102.34,1.79,-71.17
02/03/2023 02:00,O H,61846,31.00,-0.82,-2.45
02/03/2023 02:00,PJM,61847,39.09,0.23,-9.47
02/03/2023 02:00,WEST,61752,31.37,-0.67,-2.66
02/03/2023 03:00,CAPITL,61757,57.29,1.96,-24.17
02/03/2023 03:00,CENTRL,61754,34.17,0.31,-2.70
02/03/2023 03:00,DUNWOD,61760,50.11,2.09,-16.86
02/03/2023 03:00,GENESE,61753,33.33,0.09,-2.08
02/03/2023 03:00,H Q,61844,30.53,-0.62,0.00
02/03/2023 03:00,HUD VL,61758,49.62,1.81,-16.66
02/03/2023 03:00,LONGIL,61762,68.69,2.99,-34.54
02/03/2023 03:00,MHK VL,61756,35.63,1.15,-3.32
02/03/2023 03:00,MILLWD,61759,50.20,2.06,-16.99
02/03/2023 03:00,N.Y.C.,61761,50.31,2.27,-16.88
02/03/2023 03:00,NORTH,61755,30.63,-0.53,0.00
02/03/2023 03:00,NPX,61845,104.00,1.90,-70.94
02/03/2023 03:00,O H,61846,32.76,-0.87,-2.48
02/03/2023 03:00,PJM,61847,41.00,0.25,-9.60
02/03/2023 03:00,WEST,61752,33.20,-0.66,-2.70
02/03/2023 04:00,CAPITL,61757,49.66,2.61,-6.28
