Time Stamp,Name,PTID,LBMP ($/MWHr),Marginal Cost Losses ($/MWHr),Marginal Cost Congestion ($/MWHr)
02/02/2023 00:00,CAPITL,61757,84.43,1.66,-58.35
02/02/2023 00:00,CENTRL,61754,25.80,-0.15,-1.53
02/02/2023 00:00,DUNWOD,61760,67.89,1.64,-41.84
02/02/2023 00:00,GENESE,61753,25.09,-0.42,-1.08
02/02/2023 00:00,H Q,61844,24.08,-0.34,0.00
02/02/2023 00:00,HUD VL,61758,67.19,1.44,-41.33
02/02/2023 00:00,LONGIL,61762,77.72,2.42,-50.88
02/02/2023 00:00,MHK VL,61756,31.47,0.76,-6.29
02/02/2023 00:00,MILLWD,61759,68.12,1.59,-42.11
02/02/2023 00:00,N.Y.C.,61761,68.10,1.81,-41.87
02/02/2023 00:00,NORTH,61755,24.08,-0.34,0.00
02/02/2023 00:00,NPX,61845,86.07,1.51,-60.13
02/02/2023 00:00,O H,61846,24.57,-1.12,-1.27
02/02/2023 00:00,PJM,61847,45.01,0.02,-20.56
02/02/2023 00:00,WEST,61752,25.00,-0.81,-1.38
02/02/2023 01:00,CAPITL,61757,79.94,1.51,-55.87
02/02/2023 01:00,CENTRL,61754,23.88,-0.13,-1.46
02/02/2023 01:00,DUNWOD,61760,64.04,1.42,-40.06
02/02/2023 01:00,GENESE,61753,23.18,-0.41,-1.04
02/02/2023 01:00,H Q,61844,22.24,-0.32,0.00
02/02/2023 01:00,HUD VL,61758,63.37,1.24,-39.57
02/02/2023 01:00,LONGIL,61762,77.68,2.10,-53.03
02/02/2023 01:00,MHK VL,61756,29.34,0.77,-6.02
02/02/2023 01:00,MILLWD,61759,64.26,1.38,-40.33
02/02/2023 01:00,N.Y.C.,61761,64.19,1.53,-40.10
02/02/2023 01:00,NORTH,61755,22.28,-0.27,0.00
02/02/2023 01:00,NPX,61845,85.50,1.33,-61.62
02/02/2023 01:00,O H,61846,22.60,-1.17,-1.22
02/02/2023 01:00,PJM,61847,42.18,-0.07,-19.69
02/02/2023 01:00,WEST,61752,23.00,-0.88,-1.33
02/02/2023 02:00,CAPITL,61757,71.99,1.59,-46.60
02/02/2023 02:00,CENTRL,61754,24.87,-0.14,-1.22
02/02/2023 02:00,DUNWOD,61760,58.69,1.48,-33.42
02/02/2023 02:00,GENESE,61753,24.18,-0.48,-0.86
02/02/2023 02:00,H Q,61844,23.48,-0.31,0.00
02/02/2023 02:00,HUD VL,61758,58.11,1.31,-33.01
02/02/2023 02:00,LONGIL,61762,74.66,2.21,-48.65
02/02/2023 02:00,MHK VL,61756,29.63,0.81,-5.02
02/02/2023 02:00,MILLWD,61759,58.84,1.40,-33.64
02/02/2023 02:00,N.Y.C.,61761,58.83,1.59,-33.45
02/02/2023 02:00,NORTH,61755,23.58,-0.21,0.00
02/02/2023 02:00,NPX,61845,81.00,1.40,-55.80
02/02/2023 02:00,O H,61846,23.48,-1.33,-1.02
02/02/2023 02:00,PJM,61847,40.12,-0.09,-16.42
02/02/2023 02:00,WEST,61752,23.88,-1.02,-1.11
02/02/2023 03:00,CAPITL,61757,71.36,1.54,-46.04
02/02/2023 03:00,CENTRL,61754,24.84,-0.14,-1.21
02/02/2023 03:00,DUNWOD,61760,58.33,1.54,-33.01
02/02/2023 03:00,GENESE,61753,24.15,-0.48,-0.85
02/02/2023 03:00,H Q,61844,23.47,-0.31,0.00
02/02/2023 03:00,HUD VL,61758,57.72,1.33,-32.61
02/02/2023 03:00,LONGIL,61762,76.92,2.23,-50.91
02/02/2023 03:00,MHK VL,61756,29.52,0.78,-4.96
02/02/2023 03:00,MILLWD,61759,58.48,1.47,-33.23
02/02/2023 03:00,N.Y.C.,61761,58.43,1.62,-33.04
02/02/2023 03:00,NORTH,61755,23.56,-0.21,0.00
02/02/2023 03:00,NPX,61845,81.11,1.43,-55.91
02/02/2023 03:00,O H,61846,23.45,-1.33,-1.01
02/02/2023 03:00,PJM,61847,39.93,-0.07,-16.23
02/02/2023 03:00,WEST,61752,23.85,-1.02,-1.09
02/02/2023 04:00,CAPITL,61757,72.00,1.62,-46.62
02/02/2023 04:00,CENTRL,61754,24.84,-0.14,-1.22
02/02/2023 04:00,DUNWOD,61760,58.71,1.52,-33.43
02/02/2023 04:00,GENESE,61753,24.17,-0.45,-0.86
02/02/2023 04:00,H Q,61844,23.45,-0.31,0.00
02/02/2023 04:00,HUD VL,61758,58.13,1.35,-33.02
02/02/2023 04:00,LONGIL,61762,81.44,2.30,-55.37
02/02/2023 04:00,MHK VL,61756,29.62,0.83,-5.03
02/02/2023 04:00,MILLWD,61759,58.86,1.45,-33.65
02/02/2023 04:00,N.Y.C.,61761,58.86,1.64,-33.46
02/02/2023 04:00,NORTH,61755,23.57,-0.19,0.00
02/02/2023 04:00,NPX,61845,88.00,1.43,-62.81
02/02/2023 04:00,O H,61846,23.45,-1.33,-1.02
02/02/2023 04:00,PJM,61847,40.12,-0.07,-16.43
02/02/2023 04:00,WEST,61752,23.85,-1.02,-1.11
02/02/2023 05:00,CAPITL,61757,76.56,1.93,-47.38
02/02/2023 05:00,CENTRL,61754,28.52,0.03,-1.24
02/02/2023 05:00,DUNWOD,61760,63.02,1.80,-33.97
02/02/2023 05:00,GENESE,61753,27.85,-0.27,-0.88
02/02/2023 05:00,H Q,61844,26.84,-0.41,0.00
02/02/2023 05:00,HUD VL,61758,62.38,1.58,-33.56
02/02/2023 05:00,LONGIL,61762,91.13,2.72,-61.16
02/02/2023 05:00,MHK VL,61756,33.45,1.09,-5.11
02/02/2023 05:00,MILLWD,61759,63.16,1.72,-34.20
02/02/2023 05:00,N.Y.C.,61761,63.21,1.96,-34.00
02/02/2023 05:00,NORTH,61755,26.95,-0.30,0.00
02/02/2023 05:00,NPX,61845,93.00,1.69,-64.06
02/02/2023 05:00,O H,61846,27.06,-1.23,-1.03
02/02/2023 05:00,PJM,61847,44.00,0.05,-16.70
02/02/2023 05:00,WEST,61752,27.50,-0.87,-1.12
02/02/2023 06:00,CAPITL,61757,90.94,2.24,-56.18
02/02/2023 06:00,CENTRL,61754,34.03,0.03,-1.47
02/02/2023 06:00,DUNWOD,61760,75.14,2.34,-40.28
02/02/2023 06:00,GENESE,61753,33.08,-0.49,-1.04
02/02/2023 06:00,H Q,61844,32.00,-0.52,0.00
02/02/2023 06:00,HUD VL,61758,74.36,2.05,-39.79
02/02/2023 06:00,LONGIL,61762,122.08,3.45,-86.11
02/02/2023 06:00,MHK VL,61756,40.07,1.50,-6.06
02/02/2023 06:00,MILLWD,61759,75.35,2.28,-40.55
02/02/2023 06:00,N.Y.C.,61761,75.34,2.50,-40.31
02/02/2023 06:00,NORTH,61755,32.26,-0.26,0.00
02/02/2023 06:00,NPX,61845,115.47,2.02,-80.93
02/02/2023 06:00,O H,61846,31.86,-1.89,-1.23
02/02/2023 06:00,PJM,61847,52.45,0.13,-19.80
02/02/2023 06:00,WEST,61752,32.49,-1.36,-1.33
02/02/2023 07:00,CAPITL,61757,102.05,3.32,-48.46
02/02/2023 07:00,CENTRL,61754,51.15,-0.40,-1.27
02/02/2023 07:00,DUNWOD,61760,88.64,3.62,-34.75
02/02/2023 07:00,GENESE,61753,49.56,-1.61,-0.90
02/02/2023 07:00,H Q,61844,49.77,-0.50,0.00
02/02/2023 07:00,HUD VL,61758,87.77,3.17,-34.32
02/02/2023 07:00,LONGIL,61762,148.14,5.18,-92.69
02/02/2023 07:00,MHK VL,61756,57.81,2.31,-5.22
02/02/2023 07:00,MILLWD,61759,88.92,3.67,-34.98
02/02/2023 07:00,N.Y.C.,61761,88.92,3.87,-34.77
02/02/2023 07:00,NORTH,61755,50.22,-0.05,0.00
02/02/2023 07:00,NPX,61845,127.49,3.02,-74.20
02/02/2023 07:00,O H,61846,47.10,-4.22,-1.05
02/02/2023 07:00,PJM,61847,67.00,-0.35,-17.08
02/02/2023 07:00,WEST,61752,48.60,-2.81,-1.14
02/02/2023 08:00,CAPITL,61757,98.95,3.25,-48.60
02/02/2023 08:00,CENTRL,61754,47.01,-0.71,-0.61
02/02/2023 08:00,DUNWOD,61760,75.09,4.00,-23.98
02/02/2023 08:00,GENESE,61753,45.33,-2.12,-0.35
02/02/2023 08:00,H Q,61844,46.54,-0.56,0.00
02/02/2023 08:00,HUD VL,61758,74.82,3.39,-24.33
02/02/2023 08:00,LONGIL,61762,107.87,5.74,-55.02
02/02/2023 08:00,MHK VL,61756,54.00,2.02,-4.87
02/02/2023 08:00,MILLWD,61759,75.29,4.00,-24.19
02/02/2023 08:00,N.Y.C.,61761,75.44,4.33,-24.01
02/02/2023 08:00,NORTH,61755,46.82,-0.28,0.00
02/02/2023 08:00,NPX,61845,115.00,3.20,-64.69
02/02/2023 08:00,O H,61846,42.81,-4.48,-0.18
02/02/2023 08:00,PJM,61847,57.96,-0.28,-11.14
02/02/2023 08:00,WEST,61752,44.35,-2.92,-0.17
02/02/2023 09:00,CAPITL,61757,96.33,2.17,-64.09
02/02/2023 09:00,CENTRL,61754,31.95,0.18,-1.70
02/02/2023 09:00,DUNWOD,61760,77.48,2.71,-44.70
02/02/2023 09:00,GENESE,61753,30.73,-0.51,-1.17
02/02/2023 09:00,H Q,61844,29.38,-0.69,0.00
02/02/2023 09:00,HUD VL,61758,77.11,2.26,-44.78
02/02/2023 09:00,LONGIL,61762,86.85,3.49,-53.29
02/02/2023 09:00,MHK VL,61756,38.28,1.35,-6.86
02/02/2023 09:00,MILLWD,61759,77.85,2.68,-45.10
02/02/2023 09:00,N.Y.C.,61761,77.68,2.86,-44.74
02/02/2023 09:00,NORTH,61755,29.35,-0.72,0.00
02/02/2023 09:00,NPX,61845,102.00,2.14,-69.79
02/02/2023 09:00,O H,61846,29.67,-1.77,-1.37
02/02/2023 09:00,PJM,61847,52.38,0.33,-21.97
02/02/2023 09:00,WEST,61752,30.65,-0.90,-1.48
02/02/2023 10:00,CAPITL,61757,115.75,1.94,-86.48
02/02/2023 10:00,CENTRL,61754,28.80,-0.14,-1.60
02/02/2023 10:00,DUNWOD,61760,81.08,2.13,-51.61
02/02/2023 10:00,GENESE,61753,27.59,-0.85,-1.11
02/02/2023 10:00,H Q,61844,26.84,-0.49,0.00
02/02/2023 10:00,HUD VL,61758,81.02,1.72,-51.97
02/02/2023 10:00,LONGIL,61762,90.66,2.79,-60.54
02/02/2023 10:00,MHK VL,61756,37.25,0.96,-8.96
02/02/2023 10:00,MILLWD,61759,81.45,2.05,-52.07
02/02/2023 10:00,N.Y.C.,61761,81.26,2.27,-51.66
02/02/2023 10:00,NORTH,61755,26.76,-0.58,0.00
02/02/2023 10:00,NPX,61845,94.42,1.78,-65.31
02/02/2023 10:00,O H,61846,26.52,-2.10,-1.29
02/02/2023 10:00,PJM,61847,50.00,-0.11,-22.78
02/02/2023 10:00,WEST,61752,27.14,-1.59,-1.39
02/02/2023 11:00,CAPITL,61757,102.36,1.75,-75.29
02/02/2023 11:00,CENTRL,61754,27.14,-0.18,-1.99
02/02/2023 11:00,DUNWOD,61760,79.76,1.92,-52.52
02/02/2023 11:00,GENESE,61753,25.89,-0.81,-1.38
02/02/2023 11:00,H Q,61844,24.90,-0.43,0.00
02/02/2023 11:00,HUD VL,61758,79.46,1.52,-52.61
02/02/2023 11:00,LONGIL,61762,82.99,2.53,-55.13
02/02/2023 11:00,MHK VL,61756,34.21,0.83,-8.05
02/02/2023 11:00,MILLWD,61759,80.08,1.77,-52.99
02/02/2023 11:00,N.Y.C.,61761,79.94,2.05,-52.56
02/02/2023 11:00,NORTH,61755,24.64,-0.68,0.00
02/02/2023 11:00,NPX,61845,90.90,1.65,-63.93
02/02/2023 11:00,O H,61846,25.09,-1.85,-1.61
02/02/2023 11:00,PJM,61847,48.00,-0.13,-22.80
02/02/2023 11:00,WEST,61752,25.47,-1.59,-1.74
02/02/2023 12:00,CAPITL,61757,88.98,1.52,-64.13
02/02/2023 12:00,CENTRL,61754,24.87,-0.16,-1.70
02/02/2023 12:00,DUNWOD,61760,69.81,1.75,-44.73
02/02/2023 12:00,GENESE,61753,23.76,-0.75,-1.17
02/02/2023 12:00,H Q,61844,22.91,-0.42,0.00
02/02/2023 12:00,HUD VL,61758,69.50,1.35,-44.81
02/02/2023 12:00,LONGIL,61762,75.15,2.33,-49.49
02/02/2023 12:00,MHK VL,61756,30.96,0.77,-6.86
02/02/2023 12:00,MILLWD,61759,70.10,1.63,-45.13
02/02/2023 12:00,N.Y.C.,61761,69.99,1.89,-44.77
02/02/2023 12:00,NORTH,61755,22.65,-0.68,0.00
02/02/2023 12:00,NPX,61845,88.00,1.49,-63.18
02/02/2023 12:00,O H,61846,23.00,-1.70,-1.37
