Time Stamp,Name,PTID,LBMP ($/MWHr),Marginal Cost Losses ($/MWHr),Marginal Cost Congestion ($/MWHr)
02/25/2023 00:00,CAPITL,61757,75.51,2.91,-29.77
02/25/2023 00:00,CENTRL,61754,45.48,-0.47,-3.12
02/25/2023 00:00,DUNWOD,61760,67.11,2.78,-21.50
02/25/2023 00:00,GENESE,61753,43.63,-1.67,-2.47
02/25/2023 00:00,H Q,61844,42.45,-0.39,0.00
02/25/2023 00:00,HUD VL,61758,66.77,2.70,-21.24
02/25/2023 00:00,LONGIL,61762,103.83,4.03,-56.97
02/25/2023 00:00,MHK VL,61756,48.40,2.27,-3.30
02/25/2023 00:00,MILLWD,61759,67.21,2.74,-21.63
02/25/2023 00:00,N.Y.C.,61761,67.00,2.66,-21.51
02/25/2023 00:00,NORTH,61755,43.52,0.68,0.00
02/25/2023 00:00,NPX,61845,119.92,2.53,-74.56
02/25/2023 00:00,O H,61846,42.00,-3.73,-2.89
02/25/2023 00:00,PJM,61847,39.30,-0.60,2.93
02/25/2023 00:00,WEST,61752,42.83,-3.12,-3.12
02/25/2023 01:00,CAPITL,61757,67.78,2.75,-24.67
02/25/2023 01:00,CENTRL,61754,42.46,-0.48,-2.59
02/25/2023 01:00,DUNWOD,61760,60.80,2.62,-17.82
02/25/2023 01:00,GENESE,61753,40.87,-1.53,-2.05
02/25/2023 01:00,H Q,61844,40.03,-0.32,0.00
02/25/2023 01:00,HUD VL,61758,60.51,2.54,-17.61
02/25/2023 01:00,LONGIL,61762,92.50,3.79,-48.35
02/25/2023 01:00,MHK VL,61756,45.19,2.10,-2.74
02/25/2023 01:00,MILLWD,61759,60.91,2.62,-17.93
02/25/2023 01:00,N.Y.C.,61761,60.69,2.50,-17.83
02/25/2023 01:00,NORTH,61755,41.17,0.81,0.00
02/25/2023 01:00,NPX,61845,110.00,2.42,-67.22
02/25/2023 01:00,O H,61846,39.49,-3.27,-2.40
02/25/2023 01:00,PJM,61847,37.80,-0.48,2.08
02/25/2023 01:00,WEST,61752,40.20,-2.75,-2.59
02/25/2023 02:00,CAPITL,61757,46.14,2.42,-7.58
02/25/2023 02:00,CENTRL,61754,36.54,-0.40,-0.79
02/25/2023 02:00,DUNWOD,61760,44.00,2.38,-5.47
02/25/2023 02:00,GENESE,61753,35.29,-1.48,-0.63
02/25/2023 02:00,H Q,61844,35.82,-0.33,0.00
02/25/2023 02:00,HUD VL,61758,43.83,2.28,-5.41
02/25/2023 02:00,LONGIL,61762,82.50,3.44,-42.92
02/25/2023 02:00,MHK VL,61756,38.93,1.95,-0.84
02/25/2023 02:00,MILLWD,61759,44.00,2.35,-5.51
02/25/2023 02:00,N.Y.C.,61761,43.97,2.35,-5.48
02/25/2023 02:00,NORTH,61755,36.79,0.65,0.00
02/25/2023 02:00,NPX,61845,109.00,2.17,-70.69
02/25/2023 02:00,O H,61846,33.88,-3.00,-0.74
02/25/2023 02:00,PJM,61847,38.20,-0.43,-2.49
02/25/2023 02:00,WEST,61752,34.41,-2.53,-0.79
02/25/2023 03:00,CAPITL,61757,64.15,2.30,-28.03
02/25/2023 03:00,CENTRL,61754,36.38,-0.37,-2.94
02/25/2023 03:00,DUNWOD,61760,56.26,2.20,-20.24
02/25/2023 03:00,GENESE,61753,34.86,-1.28,-2.33
02/25/2023 03:00,H Q,61844,33.51,-0.30,0.00
02/25/2023 03:00,HUD VL,61758,55.95,2.13,-20.00
02/25/2023 03:00,LONGIL,61762,82.47,3.18,-45.47
02/25/2023 03:00,MHK VL,61756,38.68,1.76,-3.11
02/25/2023 03:00,MILLWD,61759,56.39,2.20,-20.37
02/25/2023 03:00,N.Y.C.,61761,56.17,2.10,-20.26
02/25/2023 03:00,NORTH,61755,34.43,0.61,0.00
02/25/2023 03:00,NPX,61845,109.00,2.03,-73.15
02/25/2023 03:00,O H,61846,33.87,-2.67,-2.73
02/25/2023 03:00,PJM,61847,38.30,-0.37,-4.85
02/25/2023 03:00,WEST,61752,34.49,-2.27,-2.94
02/25/2023 04:00,CAPITL,61757,56.80,3.37,0.00
02/25/2023 04:00,CENTRL,61754,50.61,-1.12,1.70
02/25/2023 04:00,DUNWOD,61760,56.53,3.10,0.00
02/25/2023 04:00,GENESE,61753,46.78,-3.04,3.61
02/25/2023 04:00,H Q,61844,53.38,-0.05,0.00
02/25/2023 04:00,HUD VL,61758,56.58,3.15,0.00
02/25/2023 04:00,LONGIL,61762,87.15,4.65,-29.07
02/25/2023 04:00,MHK VL,61756,56.00,2.56,0.00
02/25/2023 04:00,MILLWD,61759,56.53,3.10,0.00
02/25/2023 04:00,N.Y.C.,61761,56.37,2.94,0.00
02/25/2023 04:00,NORTH,61755,55.03,1.60,0.00
02/25/2023 04:00,NPX,61845,110.00,2.88,-53.68
02/25/2023 04:00,O H,61846,44.22,-5.72,3.49
02/25/2023 04:00,PJM,61847,39.19,-1.33,12.91
02/25/2023 04:00,WEST,61752,45.11,-5.08,3.24
02/25/2023 05:00,CAPITL,61757,59.73,3.64,0.00
02/25/2023 05:00,CENTRL,61754,52.98,-1.23,1.87
02/25/2023 05:00,DUNWOD,61760,59.34,3.25,0.00
02/25/2023 05:00,GENESE,61753,48.81,-3.31,3.97
02/25/2023 05:00,H Q,61844,56.03,-0.06,0.00
02/25/2023 05:00,HUD VL,61758,59.45,3.36,0.00
02/25/2023 05:00,LONGIL,61762,106.30,4.88,-45.33
02/25/2023 05:00,MHK VL,61756,58.78,2.69,0.00
02/25/2023 05:00,MILLWD,61759,59.34,3.25,0.00
02/25/2023 05:00,N.Y.C.,61761,59.11,3.03,0.00
02/25/2023 05:00,NORTH,61755,57.83,1.74,0.00
02/25/2023 05:00,NPX,61845,119.86,3.08,-60.69
02/25/2023 05:00,O H,61846,45.96,-6.28,3.84
02/25/2023 05:00,PJM,61847,42.60,-1.51,11.97
02/25/2023 05:00,WEST,61752,46.86,-5.66,3.56
02/25/2023 06:00,CAPITL,61757,71.65,4.03,-8.39
02/25/2023 06:00,CENTRL,61754,59.09,-1.25,-1.10
02/25/2023 06:00,DUNWOD,61760,68.96,3.67,-6.06
02/25/2023 06:00,GENESE,61753,52.50,-3.37,3.35
02/25/2023 06:00,H Q,61844,59.06,-0.18,0.00
02/25/2023 06:00,HUD VL,61758,68.83,3.61,-5.99
02/25/2023 06:00,LONGIL,61762,84.93,5.33,-20.36
02/25/2023 06:00,MHK VL,61756,62.89,2.73,-0.93
02/25/2023 06:00,MILLWD,61759,68.94,3.61,-6.10
02/25/2023 06:00,N.Y.C.,61761,68.73,3.43,-6.06
02/25/2023 06:00,NORTH,61755,60.83,1.60,0.00
02/25/2023 06:00,NPX,61845,125.00,3.32,-62.45
02/25/2023 06:00,O H,61846,45.00,-6.63,7.60
02/25/2023 06:00,PJM,61847,45.41,-1.48,12.34
02/25/2023 06:00,WEST,61752,45.50,-5.69,8.04
02/25/2023 07:00,CAPITL,61757,88.87,3.99,-26.24
02/25/2023 07:00,CENTRL,61754,60.00,-1.35,-2.71
02/25/2023 07:00,DUNWOD,61760,75.67,3.70,-13.33
02/25/2023 07:00,GENESE,61753,52.83,-3.64,2.18
02/25/2023 07:00,H Q,61844,58.52,-0.12,0.00
02/25/2023 07:00,HUD VL,61758,75.52,3.52,-13.36
02/25/2023 07:00,LONGIL,61762,122.73,5.39,-58.70
02/25/2023 07:00,MHK VL,61756,64.81,2.81,-3.35
02/25/2023 07:00,MILLWD,61759,75.70,3.64,-13.42
02/25/2023 07:00,N.Y.C.,61761,75.44,3.46,-13.34
02/25/2023 07:00,NORTH,61755,60.40,1.76,0.00
02/25/2023 07:00,NPX,61845,147.06,3.28,-85.14
02/25/2023 07:00,O H,61846,44.92,-6.98,6.74
02/25/2023 07:00,PJM,61847,51.13,-1.64,5.87
02/25/2023 07:00,WEST,61752,45.47,-5.98,7.19
02/25/2023 08:00,CAPITL,61757,100.06,4.02,-37.70
02/25/2023 08:00,CENTRL,61754,59.39,-1.34,-2.40
02/25/2023 08:00,DUNWOD,61760,75.00,3.68,-12.99
02/25/2023 08:00,GENESE,61753,52.62,-3.67,2.04
02/25/2023 08:00,H Q,61844,58.22,-0.12,0.00
02/25/2023 08:00,HUD VL,61758,75.15,3.50,-13.32
02/25/2023 08:00,LONGIL,61762,128.00,5.36,-64.30
02/25/2023 08:00,MHK VL,61756,66.55,2.92,-5.30
02/25/2023 08:00,MILLWD,61759,75.10,3.68,-13.09
02/25/2023 08:00,N.Y.C.,61761,74.89,3.56,-12.99
02/25/2023 08:00,NORTH,61755,60.14,1.81,0.00
02/25/2023 08:00,NPX,61845,137.30,3.26,-75.70
02/25/2023 08:00,O H,61846,45.89,-7.06,5.38
02/25/2023 08:00,PJM,61847,46.91,-1.63,9.79
02/25/2023 08:00,WEST,61752,46.91,-5.89,5.54
02/25/2023 09:00,CAPITL,61757,100.68,4.10,-37.93
02/25/2023 09:00,CENTRL,61754,59.65,-1.41,-2.41
02/25/2023 09:00,DUNWOD,61760,75.64,3.93,-13.06
02/25/2023 09:00,GENESE,61753,52.82,-3.75,2.07
02/25/2023 09:00,H Q,61844,58.47,-0.18,0.00
02/25/2023 09:00,HUD VL,61758,75.68,3.64,-13.39
02/25/2023 09:00,LONGIL,61762,127.57,5.51,-63.41
02/25/2023 09:00,MHK VL,61756,66.92,2.93,-5.34
02/25/2023 09:00,MILLWD,61759,75.69,3.87,-13.17
02/25/2023 09:00,N.Y.C.,61761,75.53,3.81,-13.07
02/25/2023 09:00,NORTH,61755,60.17,1.52,0.00
02/25/2023 09:00,NPX,61845,125.81,3.40,-63.76
02/25/2023 09:00,O H,61846,46.04,-7.16,5.45
02/25/2023 09:00,PJM,61847,43.54,-1.58,13.53
02/25/2023 09:00,WEST,61752,47.05,-5.98,5.62
02/25/2023 10:00,CAPITL,61757,93.91,4.07,-30.80
02/25/2023 10:00,CENTRL,61754,59.52,-1.54,-2.01
02/25/2023 10:00,DUNWOD,61760,73.72,4.07,-10.61
02/25/2023 10:00,GENESE,61753,52.39,-4.02,2.63
02/25/2023 10:00,H Q,61844,58.86,-0.18,0.00
02/25/2023 10:00,HUD VL,61758,73.64,3.72,-10.88
02/25/2023 10:00,LONGIL,61762,118.98,5.37,-54.56
02/25/2023 10:00,MHK VL,61756,66.09,2.72,-4.33
02/25/2023 10:00,MILLWD,61759,73.75,4.02,-10.69
02/25/2023 10:00,N.Y.C.,61761,73.55,3.90,-10.61
02/25/2023 10:00,NORTH,61755,60.69,1.65,0.00
02/25/2023 10:00,NPX,61845,117.31,3.48,-54.79
02/25/2023 10:00,O H,61846,45.17,-7.44,6.42
02/25/2023 10:00,PJM,61847,44.88,-1.54,12.63
02/25/2023 10:00,WEST,61752,46.42,-5.96,6.66
02/25/2023 11:00,CAPITL,61757,90.00,3.77,-31.52
02/25/2023 11:00,CENTRL,61754,54.34,-1.47,-1.11
02/25/2023 11:00,DUNWOD,61760,69.23,3.67,-10.86
02/25/2023 11:00,GENESE,61753,49.32,-3.50,1.89
02/25/2023 11:00,H Q,61844,54.60,-0.11,0.00
02/25/2023 11:00,HUD VL,61758,69.18,3.34,-11.13
02/25/2023 11:00,LONGIL,61762,111.63,4.82,-52.10
02/25/2023 11:00,MHK VL,61756,61.55,2.40,-4.43
02/25/2023 11:00,MILLWD,61759,69.21,3.55,-10.94
02/25/2023 11:00,N.Y.C.,61761,69.13,3.55,-10.86
02/25/2023 11:00,NORTH,61755,56.46,1.75,0.00
02/25/2023 11:00,NPX,61845,113.17,3.12,-55.34
02/25/2023 11:00,O H,61846,45.04,-6.73,2.94
02/25/2023 11:00,PJM,61847,42.52,-1.59,10.60
02/25/2023 11:00,WEST,61752,46.16,-5.74,2.80
02/25/2023 12:00,CAPITL,61757,103.43,2.86,-60.24
02/25/2023 12:00,CENTRL,61754,42.68,-0.85,-3.20
02/25/2023 12:00,DUNWOD,61760,64.18,3.11,-20.75
02/25/2023 12:00,GENESE,61753,39.73,-2.10,-1.50
02/25/2023 12:00,H Q,61844,40.00,-0.32,0.00
02/25/2023 12:00,HUD VL,61758,64.38,2.78,-21.27
02/25/2023 12:00,LONGIL,61762,111.56,3.99,-67.25
02/25/2023 12:00,MHK VL,61756,50.65,1.86,-8.47
02/25/2023 12:00,MILLWD,61759,64.26,3.03,-20.91
02/25/2023 12:00,N.Y.C.,61761,64.27,3.18,-20.76
02/25/2023 12:00,NORTH,61755,41.33,1.01,0.00
02/25/2023 12:00,NPX,61845,106.02,2.58,-63.11
02/25/2023 12:00,O H,61846,38.14,-4.31,-2.13
02/25/2023 12:00,PJM,61847,42.15,-0.72,-2.55
02/25/2023 12:00,WEST,61752,39.01,-3.83,-2.51
02/25/2023 13:00,CAPITL,61757,94.42,2.61,-54.46
02/25/2023 13:00,CENTRL,61754,40.38,-0.71,-3.75
02/25/2023 13:00,DUNWOD,61760,66.21,2.91,-25.95
02/25/2023 13:00,GENESE,61753,37.71,-1.87,-2.24
02/25/2023 13:00,H Q,61844,37.01,-0.34,0.00
02/25/2023 13:00,HUD VL,61758,66.09,2.61,-26.13
02/25/2023 13:00,LONGIL,61762,111.54,3.73,-70.46
02/25/2023 13:00,MHK VL,61756,45.84,1.57,-6.93
02/25/2023 13:00,MILLWD,61759,66.28,2.80,-26.14
02/25/2023 13:00,N.Y.C.,61761,66.26,2.95,-25.97
02/25/2023 13:00,NORTH,61755,38.09,0.75,0.00
02/25/2023 13:00,NPX,61845,108.00,2.43,-68.23
02/25/2023 13:00,O H,61846,36.40,-3.85,-2.90
02/25/2023 13:00,PJM,61847,41.50,-0.64,-4.79
02/25/2023 13:00,WEST,61752,37.16,-3.47,-3.28
02/25/2023 14:00,CAPITL,61757,79.55,2.35,-43.55
02/25/2023 14:00,CENTRL,61754,37.50,-0.64,-4.49
02/25/2023 14:00,DUNWOD,61760,67.64,2.63,-31.36
02/25/2023 14:00,GENESE,61753,35.58,-1.65,-3.58
02/25/2023 14:00,H Q,61844,33.35,-0.30,0.00
02/25/2023 14:00,HUD VL,61758,67.08,2.35,-31.08
